Book_Name,Book_Price,Book_Author,Book_Rating,Book_release_date,Book_Image
"The Surrogacy (Regulation) Act, 2021 With Assisted Reproductive Technology (Regulation) Act, 2021 bare Acts -- Latest 2023 EDITION Law & Justice Publishing Co",448,,14,01-Jan-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81nO0Rq-BcL._AC_UY218_.jpg
Commercial's Labour & Industrial Laws - 2022/edition,324,,2,01-Jan-13,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71O8ctVD22L._AC_UY218_.jpg
DIGEST ON RAPE & POCSO CASES,360,,29,01-Jan-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61R--IuYVgL._AC_UY218_.jpg
"Taxmann's Business Communication – Comprehensive guide featuring lucid presentation, real-life situation-based examples, leading case studies etc., for managerial students","3,750",,10,11-Jan-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71gp1guy3zL._AC_UY218_.jpg
Recent Trends in International Space Law and Policy,364,,35,24-May-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/7195g3z1YHL._AC_UY218_.jpg
Information Technology Law Cyber Laws,787,,25,10-Dec-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71P3b07K1mL._AC_UY218_.jpg
"Drafting, Pleadings and Conveyancing (Practical Training) with Viva-Voce Frequently Asked Questions in CPC, CrPC and Indian Evidence Act)",375,,15,01-Jan-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71cCwHOYAjL._AC_UY218_.jpg
"The Tech Contracts Handbook: Software Licenses, Cloud Computing Agreements, and Other It Contracts for Lawyers and Businesspeople",235,,12,01-Jan-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71KiA2aE-hL._AC_UY218_.jpg
"The Wild Life ( Protection) Act, 1972 Alongwith Allied Rules Bare Act – Latest 2023 EDITION Law & Justice Publishing Co",99,,31,01-Jan-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/516vku3FjdL._AC_UY218_.jpg
Contract -I,350,,18,01-Jan-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/31VDKVRRC9L._AC_UY218_.jpg
Business Laws,162,,5,01-Jan-15,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61z0LAZNFfL._AC_UY218_.jpg
Legal Essays & Short Paragraphs for Competitive Examinations,"2,065",,19,01-Jan-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71GMumsUcyL._AC_UY218_.jpg
Certified Credit Research Analyst (CCRA)(Level 1)(AIWMI) (2019 Edition) [Paperback] Taxmann,"1,195",,23,01-Jan-18,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41gcfrKh+LL._AC_UY218_.jpg
Problems and Solutions on Civil Law,305,,885,01-Apr-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81Kny-JO2mL._AC_UY218_.jpg
The LSAT Trainer: A Remarkable Self-Study Guide For The Self-Driven Student,350,,10,01-Jan-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51wIvgCGNOL._AC_UY218_.jpg
"The Motor Vehicles Act, 1988- Bare Act [2021 Edn]",770,,13,01-Jan-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71IqEl0eFoL._AC_UY218_.jpg
"The Law of Evidence: Commentary on Evidence Act, 1872",604,,7,01-Jan-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/416XVFJuAPL._AC_UY218_.jpg
International law and human rights 23 edition,255,,71,01-Feb-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51QmeN-K31L._AC_UY218_.jpg
Guidance Note on Related Party Transaction (Revised Edition),476,,31,08-Mar-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/A1QpKQk-LoL._AC_UY218_.jpg
Law and Procedure for Filing of Appeals by Ram Dutt Sharma - Latest 6th Edition 2022,430,,156,01-Jan-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41CZbGj62xL._AC_UY218_.jpg
"Universal's The Code Of Civil Procedure, 1908 (2022 Edition)",406,,5,10-May-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71Ux7qFjeFL._AC_UY218_.jpg
"The Indian Medical Council Act, 1956- Bare Act with Short Notes [2021 Edn.]",370,,1,30-Mar-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71f0lx6DwQS._AC_UY218_.jpg
Trillions,87,,1,01-Jan-15,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81IAE118K0L._AC_UY218_.jpg
"The Prevention of Corruption Act, 1988 [2022e] [Paperback] Lexis",92,,3,01-Jan-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71cBhOa3acL._AC_UY218_.jpg
"Company Law and Secretarial Practice For B Com,CA,CS,CMA, B Com Secretaryship and other Commerce Courses for All Indian University",275,,3,05-Oct-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/31HaOrctQUL._AC_UY218_.jpg
"Seeds Act, 1966 alongwith Rules & Orders, 1983 [Paperback] Professional",386,,1,31-May-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71Xk46y4dML._AC_UY218_.jpg
Muslim Laws - Bare Act - Latest Edition - 2023 - Professional,"1,246",,4,01-Jan-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91FAa3PFJLL._AC_UY218_.jpg
Rajasthan Judicial Services Examination Preliminary Examination Objective Questions and Answers . ed 2019-2020,695,,25,31-Dec-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81V1M3HAJ+L._AC_UY218_.jpg
Ganguly's Criminal Court Practice & Procedure,62,,5,01-Jan-15,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81-J91ADrSL._AC_UY218_.jpg
"(Universal's Code C-36) The Contract Labour (Regulation and Abolition) Act, 1970 [2021 e] (Bare AcT) [Paperback] Lexis",164,,12,01-Jan-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71HqZGvDjFL._AC_UY218_.jpg
The Army Act 1950 [2021],375,,8,28-Oct-15,https://m.media-amazon.com/images/I/319NbH5MnYL._AC_UY218_.jpg
"Combo of 5 Books IPC, CrPC, CPC, Cnstitution of India, Indian Evidence Bare Acts with Short Comentsand State Amendmeds",269,,3,18-Oct-23,https://m.media-amazon.com/images/I/91FEWV3dLcL._AC_UY218_.jpg
THE FRAUDITOR,120,,1,01-Jan-21,https://m.media-amazon.com/images/I/51CKXMsPApL._AC_UY218_.jpg
"CRIMINAL MANUAL 2022 EDITION (CRIMINAL MAJOR ACTS) CONTAINING CRPC,IPC AND EVIDENCE ACT ALONG WITH SUPREME COURT GUIDELINES,LANDMARK JUDGEMNTS,WORDS & PHRASES,LEGALLY DEFINED",569,,29,24-Nov-15,https://m.media-amazon.com/images/I/61OKs-okvzL._AC_UY218_.jpg
Hindu Law By Legal Eagle Publication,514,,2,01-Jan-22,https://m.media-amazon.com/images/I/71PTumfQIGL._AC_UY218_.jpg
Recent Supreme Court Judgements from January 2021 to April 2022,395,,12,01-Jan-16,https://m.media-amazon.com/images/I/71b+3r-cajL._AC_UY218_.jpg
"The Long Arc of Legality: Hobbes, Kelsen, Hart",875,,47,01-Jan-21,https://m.media-amazon.com/images/I/71t5Uct8rgL._AC_UY218_.jpg
"Pre-conception & Pre-natal Diagnostic Techniques (Prohibition of Sex Selection) Act, 1994 alongwith Rules, 1996 [Paperback] Professional",350,,97,01-Nov-17,https://m.media-amazon.com/images/I/61zjE0gdRPL._AC_UY218_.jpg
Compilation of CPWD Manual of Relevant Material for CPWD Works EDITION 2023,250,,5,01-Jan-22,https://m.media-amazon.com/images/I/517+TrUiGdL._AC_UY218_.jpg
Tyranny of the Minority,183,,2,31-Jan-23,https://m.media-amazon.com/images/I/81ejjMHGuAL._AC_UY218_.jpg
All India Bar Examination (AIBE) : Previous Years Questions with Answer Keys,"1,080",,14,31-Dec-21,https://m.media-amazon.com/images/I/61wFuUZFjGL._AC_UY218_.jpg
A Textbook of Medical Jurisprudence and Toxicology(26th Edition) - By Modi and K. Kannan,644,,60,01-Jan-15,https://m.media-amazon.com/images/I/51R3KoFjOVL._AC_UY218_.jpg
"The Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013 [2020 Edn.] [Paperback] Lexis",186,,76,01-Jan-20,https://m.media-amazon.com/images/I/71SFfbcUH4L._AC_UY218_.jpg
"Prohibition of Child Marriage Act, 2006 [Paperback] Professional",299,,2,01-Jan-23,https://m.media-amazon.com/images/I/711sovWD1hL._AC_UY218_.jpg
"Lectures on Company Law (Companies Act, 2013)",699,,17,01-Jan-23,https://m.media-amazon.com/images/I/91fh0eXkotL._AC_UY218_.jpg
Indian Counter Terrorism Law,637,,"4,635",17-Dec-19,https://m.media-amazon.com/images/I/91BKK4pQ2QL._AC_UY218_.jpg
whitesmann's LEGAL REFERENCER cum DIARY 2024 (Lawyer's POCKET/MINI Diary) (1 Page for 1 Date),450,,3,01-Jan-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61sYZEvwwrL._AC_UY218_.jpg
Law Relating to Intellectual Property Rights (IPR) by MK Bhandari 2021 [Paperback] MK Bhandari [Paperback] MK Bhandari,"3,495",,120,07-Nov-15,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41Cx9yGeB8L._AC_UY218_.jpg
Privacy and Freedom,480,,6,29-Sep-17,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81jqpPTesgL._AC_UY218_.jpg
"The Delhi rent Control Act, 1958 [2022e]",250,,4,27-Dec-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71Mj1TEysYL._AC_UY218_.jpg
Amar Law Publication's Law & Social Transformation in India for LL.M by Sheetal Kanwal,85,,6,01-Jan-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51enG4g2lZL._AC_UY218_.jpg
MP CIVIL JUDGE EXAM - LOCAL ACTS - ACCOMMODATION & LAND REVENUE CODE,242,,173,01-Jan-13,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/610FJnEFfuS._AC_UY218_.jpg
Textbook On Muslim Law,340,,7,13-Jun-18,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71KYKHVSUKL._AC_UY218_.jpg
"The Delhi Municipal Corporation Act, 1957 [2022e] [Paperback] Lexis",275,,7,01-Jan-15,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71RHTph32JL._AC_UY218_.jpg
Text Book On The Indian Penal Code,290,,15,01-Jan-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/916nfcOhIsL._AC_UY218_.jpg
"Snowwhite's The Maharashtra Housing and Area Development Act,1976 (MHADA) -2022 Edition",475,,3,18-Aug-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61wqEcoUbeL._AC_UY218_.jpg
"Criminal Manual: Cr.P.C., I.P.C. & Evidence (With Free Guide To Criminal Pleadings - Model Forms)",437,,10,06-May-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/91qyZA8ocOL._AC_UY218_.jpg
"Code on Social Security, 2020 Labour Laws [Paperback] Professionals",353,,5,01-Jan-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61AYFgA-5xL._AC_UY218_.jpg
SS Guide for LLB Entrance Examination 2023-24 with Solved Papers (DU 2013-22) Based on New Syllabus 2023-24,0,,10,01-Jan-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/613GdDDAKML._AC_UY218_.jpg
"The Indian contract act ,1872 (diglot edition) bare act, 2023",250,,41,14-Dec-12,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61yXQexD3YL._AC_UY218_.jpg
AN INSIGHT INTO INDIAN JUVENILE JUSTICE SYSTEM,319,,12,01-Jan-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71yhXkPcwtL._AC_UY218_.jpg
Singhal's CBI & Delhi Assistant Public Prosecutor (Pre.) Exam (MCQs) 3rd Edition 2023,549,,7,07-Nov-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61HdF7e47lL._AC_UY218_.jpg
Term Sheets & Valuations,290,,16,01-Jan-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/413DrSoJUeL._AC_UY218_.jpg
Combo of Two Criminal Law Book i.e. Law relating to Charge Sheet & Law Relating to Charges & Discharges by YOGESH V NAYYAR--- Latest Edition,425,,5,10-Jan-08,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61myZ1rufLL._AC_UY218_.jpg
SOCIOLOGY - I (Questions and Answers with Case Materials) by Prof. Dr. Rega Surya Rao / Useful for Law Exam Preparation / Latest,532,,17,10-Jul-97,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/819sp1fSwpL._AC_UY218_.jpg
"V. D. Mahajan's Jurisprudence and Legal Theory by V B Coutinho Edition: 6th Edition, 2022 [Paperback] V B Coutinho [Paperback]",359,,2,01-Nov-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/618Ub5GlCvL._AC_UY218_.jpg
Introduction To The Law Of Torts And Consumer Protection,0,,41,01-Jan-15,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51h7jf3Ey3L._AC_UY218_.jpg
"IIBF�s Bankers� Handbook on Auditing � Comprehensive book covering all the facets involved in auditing, covering the length of the subject along with sufficient depth [Paperback] Indian Institute of Banking & Finance","1,550",,4,27-Sep-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51He6+zf8FL._AC_UY218_.jpg
"Places of Worship (Special Provisions) Act, 1991 [Paperback] Professional",800,,3,24-Dec-15,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71vDAlOzKdL._AC_UY218_.jpg
"The Family Courts Act, 1984 [Paperback] Lexis",525,,9,01-Jan-04,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71L9mBfdaJL._AC_UY218_.jpg
"R.K. Jain's Customs Tariff of India [Finance Act 2023] – Covering Customs Duty Rates & Exemptions, Export Tariff, IGST, Cesses and Additional Duties, Safeguard Duties, etc. [Aug 2023]",875,,19,01-Jan-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81xL7lhphiL._AC_UY218_.jpg
"R.K. Jain's Foreign Trade Policy 2023 – Authentic Coverage of FTP 2023, Ready Reckoner, Handbook of Procedures & Appendices, New Aayat-Niryat Form, Notifications, Allied Act & Rules",314,,18,01-Jan-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/814IXqkU3FL._AC_UY218_.jpg
Setting Up of Business Entities & Closure,40,,10,06-Sep-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/716SzvTRCFL._AC_UY218_.jpg
The Simplified Indian GST Law : A Concise Handbook for Quick Reference and Easy understanding,155,,3,26-Oct-18,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51Qoeri3bNL._AC_UY218_.jpg
Mergers and Acquisitions: Volume III (The Library of Essays on Antitrust and Competition Law),345,,18,30-Aug-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/31+bwKm72iL._AC_UY218_.jpg
"The Protection of Women from Domestic Violence Act, 2005 Bare Act - Latest Edition - 2023 - Professional",695,,213,01-Feb-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91QDX+dJmWL._AC_UY218_.jpg
The Indian Penal Code 1860 Bare Act with Amendments 2023 Edition,521,,1,01-Jan-19,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61rOCHOwEaL._AC_UY218_.jpg
"Electricity Act, 2003 Along with Rules, 2005 and Allied Rules and Order",470,,6,06-Oct-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/719wDlWrHnL._AC_UY218_.jpg
Law of Arbitration & Conciliation,572,,1,01-Jan-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81ys2fKLhHL._AC_UY218_.jpg
"COMBO SALE OF 3 BARE ACTS CRPC, IPC, EVIDENCE ACT (DIGLOT) [ENGLISH / HINDI]",325,,15,04-Jun-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51heJOdd1ZL._AC_UY218_.jpg
Q & A: Equity and Trusts 2008 and 2009 (Law Questions & Answers),590,,3,01-Dec-13,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41vRDJtBFKL._AC_UY218_.jpg
"The Narcotic Drugs And Psychotropic Substances Act, 1985 - 2023/Edition",950,,7,30-Jun-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/A1TMhKKCQuL._AC_UY218_.jpg
"Law Of Contract Includes The Specific Relief Act, 1963",545,,2,01-Jan-16,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/516iVUgAcrL._AC_UY218_.jpg
Silent Constitution : Dangerous Consequences (The Laws That We Need Urgently),679,,94,01-Jan-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81XZZ5WP8fL._AC_UY218_.jpg
The Key To Indian Practice (A Summary Of The Code Of Civil Procedure),350,,22,14-May-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71G29y2YibL._AC_UY218_.jpg
Dr S.K. Kapoor's International Law and Human Rights published by central law agency 22nd edition - 2021,895,,329,01-Jan-16,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/616b8xAbOfL._AC_UY218_.jpg
Goods and Services Tax (G.S.T) For B.Com. Vth Semester of Various Universities of Uttar Pradesh,694,,3,01-Jan-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81O3rb911nL._AC_UY218_.jpg
UGC-NET/JRF LAW EXAMINATION BASED ON NEW SYLLABUS Third Edition 2021,80,,3,30-May-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61VH2PY-H2L._AC_UY218_.jpg
The Law of Goods and Services Tax A Comprehensive Commentary | Ramakrishnan Viraraghavan | OakBridge,65,,10,30-Oct-18,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71N06lgdQmL._AC_UY218_.jpg
International Agricultural Law and Policy: A Rights-Based Approach to Food Security (New Horizons in Environmental and Energy Law series),995,,24,01-Nov-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41B+4ZTGqWL._AC_UY218_.jpg
High and Law,590,,1,01-Oct-13,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41WGS1iMS3L._AC_UY218_.jpg
Principles of Taxation Law,239,,22,18-Jul-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/A1-wtjVCWPL._AC_UY218_.jpg
PARIKHS TEXTBOOK OF MEDICAL JURISPRUDENCE FORENSIC MEDICINE AND TOXICOLOGY FOR CLASSROOMS AND COURTROOMS 8ED (PB 2019),300,,28,05-Sep-16,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61X9qQYoIIL._AC_UY218_.jpg
MENTAL CRUELTY AGAINST HUSBAND' SUPREME COURT’S LATEST LEADING CASE LAWS : CASE NOTES- FACTS- FINDINGS OF APEX COURT JUDGES & CITATIONS,85,,8,29-Nov-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71I9kCiDj3L._AC_UY218_.jpg
ALL INDIA BAR EXAMINATION SOLVED PAPERS (2011-2023) [PREVIOUS YEARS SOLVED PAPERS] [ANSWERS WITH EXPLANATIONS] {CONDUCTED BY THE BAR COUNCIL OF INDIA},455,,7,12-Jul-05,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41IqUq0nvNL._AC_UY218_.jpg
Combo of Universal's Criminal Manual and Civil Manual (Both 2020 Edition) (Set of Code of Criminal Procedure and Code of Civil Procedure),280,,1,01-Jan-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81cX+Ptu09L._AC_UY218_.jpg
The Code Of Civil Procedure (SET OF 3),160,,19,01-Jan-18,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91lRmalUFdL._AC_UY218_.jpg
"Combo Sale of 8 bare acts (2021 EDITION) for Law Students/Judiciary aspirants CPC,CrPC,Constitution,Transfer of Property,Specific Relief Act,Contract Act,Limitation Act,Evidence act",730,,75,05-Jan-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/919gP0Pmo4L._AC_UY218_.jpg
The Routledge Companion to Media and Human Rights (Routledge Media and Cultural Studies Companions),"1,230",,60,01-Jan-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71Bdc+AWWeL._AC_UY218_.jpg
"Law of Banking (with Negotiable Instruments Act) Guide/Descriptive Answers, Short Notes, Case laws, Problems and Solutions, Points to Remember, Model Question Paper)",675,,11,01-Jan-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71UMkvhRt-L._AC_UY218_.jpg
"Right to Information (RTI) Act, 2005 Bare Act - Latest Edition - 2023 - Professional",216,,20,01-Jan-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91XwavPs6mL._AC_UY218_.jpg
"The Electricity Rules, 2005 Alongwith Indian Electricity Rules, 1956 Bare Act – Latest 2023 EDITION Professional's",195,,16,01-Jan-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71TYYYzhYWL._AC_UY218_.jpg
COMPANY LAW (with 2016 Supplement),155,,29,07-Oct-93,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41o+BarWSKL._AC_UY218_.jpg
Nyaya Padakosamu - English to Telugu Legal Dictonary,899,,12,02-Aug-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71Y3qPYYEZL._AC_UY218_.jpg
Service of Summons Under CPC & CRPC with Model Forms - Latest 2023 Edition Vinod Publication,838,,9,01-Jan-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41-msWg5H7L._AC_UY218_.jpg
"Novel and Conventional Methods of Audit, Investigation and Fraud Detection","7,240.00",,48,01-Jan-12,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51zIbOaKikL._AC_UY218_.jpg
The Law Of Evidence,455,,23,01-Jan-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81KwBO4RgtL._AC_UY218_.jpg
Implementation Of Basic Human Rights,439,,278,01-Jan-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81v-XhEfg+L._AC_UY218_.jpg
"The Examination of Witnesses in Court [microform]: Including Examination in Chief, Cross-examination, and Re-examination","1,450",,98,05-Sep-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61NwhHOAg4L._AC_UY218_.jpg
Law And Regulation Of Public Offering Of Corporate Securities C,950,,32,01-Jan-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/419EZUA6J+L._AC_UY218_.jpg
Law Of Digital Personal Data Protection In India By Justice Rang Nath Pandey - Latest 2024 EDITION Sweet & Soft,75,,29,06-May-03,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/515ycjx+AEL._AC_UY218_.jpg
The law of torts along with consumer protection act & compensation under Motor vehicle act [Paperback] M N Shukla [Paperback] M N Shukla,"2,399",,88,01-Jan-15,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71Jzh1OIMIL._AC_UY218_.jpg
Law & Practice Relating to OPPRESSION & MISMANAGEMENT � Minority Shareholders� Remedies [Paperback] Dr. K.R. Chandratre,629,,66,01-Jan-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41g6+enD4zL._AC_UY218_.jpg
"Contracts - II (Special Contracts) Guide (Descriptive Answers, Short Notes, Case Laws, Solutions to Problems and Model Question Paper)","1,147",,9,01-Jan-23,https://m.media-amazon.com/images/I/81obX0ddmVL._AC_UY218_.jpg
"Taxmann's New Labour & Industrial Laws – Complete coverage of the new Codes (incl. Code on Wages, IR Code, Social Security, etc.) along with comparative charts and tables for the new & old provisions",566,,1,01-Jan-18,https://m.media-amazon.com/images/I/618NbbYNuIL._AC_UY218_.jpg
Comparative Criminal Procedure,0,,1,09-May-23,https://m.media-amazon.com/images/I/41Xi2Oo47BL._AC_UY218_.jpg
RK Agarwal's Hindu Law,696,,4,01-Jan-07,https://m.media-amazon.com/images/I/81uiwSudsmL._AC_UY218_.jpg
Tax Law & Practice Executive Programme Study Material (New Syllabus 2022),425,,25,01-Jan-11,https://m.media-amazon.com/images/I/71eaQ3JuF+L._AC_UY218_.jpg
Constitutional law governance structure,300,,13,01-Jan-20,https://m.media-amazon.com/images/I/61ByvfFH-RL._AC_UY218_.jpg
Eve Was Framed: Women and British Justice,585,,16,01-Jan-19,https://m.media-amazon.com/images/I/71jh0ZJVMvL._AC_UY218_.jpg
On Critical Race Theory: Why It Matters & Why You Should Care,725,,1,29-Dec-22,https://m.media-amazon.com/images/I/91rx2VjGZ1L._AC_UY218_.jpg
"Combo Sale of Hindu Law and Muslim Law Bare Acts Professional Book Publishers useful for Law Students,Lawyers,and Judiciary Aspirants",98,,1,27-Oct-23,https://m.media-amazon.com/images/I/71NEP8iOqVS._AC_UY218_.jpg
Indian Registration Act,444,,1,01-Jan-20,https://m.media-amazon.com/images/I/718Zn0eH04L._AC_UY218_.jpg
Simplified Approach to Corporate Tax Planning & Management*,497,,9,17-Feb-22,https://m.media-amazon.com/images/I/51cTsjtHg7L._AC_UY218_.jpg
Lectures on Criminal Law (Indian Penal Code),309,,2,01-Jan-23,https://m.media-amazon.com/images/I/81r3BB2SAlL._AC_UY218_.jpg
"Taxmann's GST Acts | POCKET (Small Size) – Covering amended, updated & annotated text of the CGST/IGST/UTGST Acts & GST (Compensation to States) Act | [CGST & IGST Amendment Act 2023]",0,,448,02-Feb-23,https://m.media-amazon.com/images/I/61LX5jOFf2L._AC_UY218_.jpg
"Hand Book on Survey, Settlements and Land Records in Telangana",424,,1,18-Jul-17,https://m.media-amazon.com/images/I/81GD4ASWd8L._AC_UY218_.jpg
The Anti-Federalist Papers and the Constitutional Convention Debates,"1,770",,71,01-Jan-21,https://m.media-amazon.com/images/I/81fxOGIx8pL._AC_UY218_.jpg
My Own Boswell (Reprint),"1,170",,127,01-Jan-23,https://m.media-amazon.com/images/I/91Ao0B27iKL._AC_UY218_.jpg
Essays And Reminiscences: A Festschrift In Honour Of Nani A. Palkhivala,80,,2,01-Jan-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/716zyAGfioL._AC_UY218_.jpg
"Explosives Act, 1884 And Explosive Substances Act, 1908 And Rules, 2008 Alongwith Ammonium Nitrate Rules, 2012 | Edition 2023","1,756",,233,08-Aug-23,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71BV-Z2zPKL._AC_UY218_.jpg
"Labour Law - I Guide/History of Labour and Industrial Laws, Trade Union, Industrial Disputes, Authorities to Deal Industrial Disputes, Strike and Lockouts, Layoff, Retrenchment and Closure, Remedies, Unfair Practices and Discipline and Standing Orders/Descriptive Answers, Short Notes, Case Laws, Solutions to Problems and Question Paper upto 2017",595,,11,01-Jan-20,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81bd3koMILL._AC_UY218_.jpg
Guidebook to Legal Studies for Class XII (as per latest Syllabus for Class 12th CBSE),329,,147,01-Jan-21,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61zX6fjuxsL._AC_UY218_.jpg
Forest Policy and Law,389,,2,01-Jan-22,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61oZhg7PGxL._AC_UY218_.jpg
